What did you think ?,How do you feel  ?,What should you do ?,Question 1,Question 2,Question 3,Result
i dont wanna be in his place,i pitty him,join the bully,"nothing, its not my problem",Still having fun,continue having fun and bullying mohamed and other people as well,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,"nothing, its not my problem",i feel regret and shame,act like nothing ever happened,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,"nothing, its not my problem",i feel regret and shame,ask for forgiveness for not being able to stop it,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,"nothing, its not my problem",i feel regret and shame,continue having fun and bullying mohamed and other people as well,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,"nothing, its not my problem",Nothing at all,act like nothing ever happened,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,"nothing, its not my problem",Nothing at all,ask for forgiveness for not being able to stop it,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,Nothing at all,ask for forgiveness for not being able to stop it,AGRESSIVE
i dont wanna be in his place,i pitty him,join the bully,i shouldnt have let this go this far,Nothing at all,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,Still having fun,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,Still having fun,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,Still having fun,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,i feel regret and shame,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,i feel regret and shame,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,i feel regret and shame,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,Nothing at all,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,Nothing at all,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,the victim is so weak,Nothing at all,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",Still having fun,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",Still having fun,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",Still having fun,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",i feel regret and shame,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",i feel regret and shame,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",i feel regret and shame,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",Nothing at all,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",Nothing at all,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,Nothing at all,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,i pitty him,join the bully,i shouldnt have let this go this far,Nothing at all,continue having fun and bullying mohamed and other people as well,AGRESSIVE
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,Still having fun,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,i feel regret and shame,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,Nothing at all,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,the victim is so weak,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",Still having fun,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",Still having fun,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",Nothing at all,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,Still having fun,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,i feel regret and shame,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,Nothing at all,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,the victim is so weak,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",Still having fun,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",Still having fun,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",Nothing at all,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
he is not feeling ok,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,Still having fun,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,i feel regret and shame,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,Nothing at all,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,the victim is so weak,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",Still having fun,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",Still having fun,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",Nothing at all,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
i dont wanna be in his place,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,Still having fun,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,i feel regret and shame,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,Nothing at all,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,the victim is so weak,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",Still having fun,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",Still having fun,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",Nothing at all,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,ask for forgiveness for not being able to stop it,Empathetic
it s not my business,i pitty him,nothing,i shouldnt have let this go this far,Nothing at all,continue having fun and bullying mohamed and other people as well,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,Im proud of myself,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,i feel like a hero,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,Im proud of myself,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,i feel like a hero,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Empathetic
he is not feeling ok,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,Im proud of myself,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,i feel like a hero,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
